title,url,description,genres
Fatal Identity,https://www.goodreads.com/book/show/62686425-fatal-identity,,"['Fiction', 'Novels', 'Contemporary', 'Epic']"
The Compleat Works of Wllm Shkspr,https://www.goodreads.com/book/show/1423.The_Compleat_Works_of_Wllm_Shkspr,"Revised from the rather long original complete works of Shakespeare, this abridged version is written by three Americans, with no qualifications worth speaking of. The playtext is reproduced here with footnotes which will be of no help to anyone and a letter from the authors to the Queen.","['Plays', 'Classics', 'Humor', 'Fiction', 'Drama', 'Theatre', 'Comedy', 'Poetry', 'Literature', 'Adult']"
Dreamfever,https://www.goodreads.com/book/show/6050298-dreamfever,"MacKayla Lane lies naked on the cold stone floor of a church, at the mercy of the erotic Fae master she once swore to kill. Far from home, unable to control her sexual hungers, MacKayla is now fully under the Lord Master’s spell.…In New York Times bestselling author Karen Marie Moning’s stunning new novel, the walls between human and Fae worlds have come crashing down. And as Mac fights for survival on Dublin’s battle-scarred streets, she will embark on the darkest—and most erotically charged—adventure of her life.He has stolen her past, but MacKayla will never allow her sister’s murderer to take her future. Yet even the uniquely gifted sidhe-seer is no match for the Lord Master, who has unleashed an insatiable sexual craving that consumes Mac’s every thought—and thrusts her into the seductive realm of two very dangerous men, both of whom she desires but dares not trust.As the enigmatic Jericho Barrons and the sensual Fae prince V’lane vie for her body and soul, as cryptic entries from her sister’s diary mysteriously appear and the power of the Dark Book weaves its annihilating path through the city, Mac’s greatest enemy delivers a final challenge.…It’s an invitation Mac cannot refuse, one that sends her racing home to Georgia, where an even darker threat awaits. With her parents missing and the lives of her loved ones under siege, Mac is about to come face-to-face with a soul-shattering truth—about herself and her sister, about Jericho Barrons…and about the world she thought she knew.","['Fantasy', 'Urban Fantasy', 'Paranormal', 'Romance', 'Fae', 'Paranormal Romance', 'Adult', 'Fiction', 'Magic', 'Supernatural']"
Farewell to Manzanar: A True Story of Japanese American Experience During and After the World War II Internment,https://www.goodreads.com/book/show/649361.Farewell_to_Manzanar,"Jeanne Wakatsuki was seven years old in 1942 when her family was uprooted from their home and sent to live at Manzanar internment camp—with 10,000 other Japanese Americans. Along with searchlight towers and armed guards, Manzanar ludicrously featured cheerleaders, Boy Scouts, sock hops, baton twirling lessons and a dance band called the Jive Bombers who would play any popular song except the nation's #1 hit: ""Don't Fence Me In.""Farewell to Manzanar is the true story of one spirited Japanese-American family's attempt to survive the indignities of forced detention—and of a native-born American child who discovered what it was like to grow up behind barbed wire in the United States.","['Nonfiction', 'History', 'Memoir', 'Biography', 'School', 'World War II', 'Historical', 'Classics', 'War', 'Biography Memoir']"
The Game of Kings,https://www.goodreads.com/book/show/112077.The_Game_of_Kings,"Dunnett introduces her irresistible hero Francis Crawford of Lymond, a scapegrace nobleman of elastic morals and dangerous talents whose tongue is as sharp as his rapier. In 1547 Lymond is returning to his native Scotland, which is threatened by an English invasion. Accused of treason, Lymond leads a band of outlaws in a desperate race to redeem his reputation and save his land.","['Historical Fiction', 'Fiction', 'Historical', 'Scotland', 'Fantasy', 'Adventure', 'Romance', '16th Century', 'Classics', 'Novels']"
Feed,https://www.goodreads.com/book/show/7094569-feed,"The year was 2014. We had cured cancer. We had beaten the common cold. But in doing so we created something new, something terrible that no one could stop.The infection spread, virus blocks taking over bodies and minds with one, unstoppable command: FEED. Now, twenty years after the Rising, bloggers Georgia and Shaun Mason are on the trail of the biggest story of their lives—the dark conspiracy behind the infected.The truth will get out, even if it kills them.","['Horror', 'Zombies', 'Science Fiction', 'Fiction', 'Dystopia', 'Post Apocalyptic', 'Young Adult', 'Fantasy', 'Thriller', 'Audiobook']"
"Journey of Souls: Case Studies of Life Between Lives, Fifth Revised Edition",https://www.goodreads.com/book/show/104979.Journey_of_Souls,"Learn the latest details and most recent groundbreaking discoveries that reveal, for the first time, the mystery of life in the spirit world after death on Earth--proof that our consciousness survives--in Journey of Souls by Michael Newton, PhD.Using a special hypnosis technique to reach the hidden memories of subjects, Dr. Newton discovered some amazing insights into what happens to us between lives. Journey of Soulsis the record of 29 people who recalled their experiences between physical deaths. Through their extraordinary stories, you will learn specifics about:How it feels to die What you see and feel right after death The truth about spiritual guides What happens to disturbed souls Why you are assigned to certain soul groups in the spirit world and what you do there How you choose another body to return to Earth The different levels of souls: beginning, intermediate, and advanced When and where you first learn to recognize soulmates on Earth The purpose of life is a graphic record or travel log by these people of what happens between lives on Earth. They give specific details as they movingly describe their astounding experiences.After reading you will gain a better understanding of the immortality of the human soul. You will meet day-to-day challenges with a greater sense of purpose. You will begin to understand the reasons behind events in your own life.is a life-changing book. Already, over 600,000 people have taken to heart, giving them hope in trying times.","['Spirituality', 'Nonfiction', 'Psychology', 'Self Help', 'Philosophy', 'New Age', 'Religion', 'Metaphysics', 'Paranormal', 'Death']"
The Golem's Eye,https://www.goodreads.com/book/show/59263.The_Golem_s_Eye,"At only fourteen, Nathaniel is a rising star: a young magician who is quickly climbing the ranks of the government. There is seemingly nothing he cannot handle, until he is asked to deal with the growing Resistance movement, which is disrupting London life with its thefts and raids. It’s no easy task: the ringleader Kitty and her friends remain elusive, and Nathaniel’s job-and perhaps his life-are soon at risk. As the pressure mounts, he is distracted by a new series of terrifying attacks in the capital. But is it the Resistance again, or something more dangerous still? To uncover the perpetrators, Nathanial must take desperate measures: a journey to the enemy city of Prague and-worse-summoning once again the troublesome, enigmatic, and quick – witted djinni Bartimaeus.A thrilling sequel to the best-selling Amulet of Samarkand, The Golem’s Eye is a roller-coaster ride of magic, adventure, and political skullduggery, in which the fates of Nathaniel, Bartimaeus, and Kitty explosively collide.","['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Urban Fantasy', 'Middle Grade', 'Adventure', 'Childrens', 'Audiobook', 'Young Adult Fantasy']"
The Three-Body Problem,https://www.goodreads.com/book/show/20518872-the-three-body-problem,"Set against the backdrop of China's Cultural Revolution, a secret military project sends signals into space to establish contact with aliens. An alien civilization on the brink of destruction captures the signal and plans to invade Earth. Meanwhile, on Earth, different camps start forming, planning to either welcome the superior beings and help them take over a world seen as corrupt, or to fight against the invasion.","['Science Fiction', 'Fiction', 'China', 'Science Fiction Fantasy', 'Fantasy', 'Audiobook', 'Aliens', 'Novels', 'Speculative Fiction', 'Asia']"
Across the Ocean,https://www.goodreads.com/book/show/35757880-across-the-ocean,"A young cage fighter is diagnosed with a strange genetic disorder that requires a bone marrow transplant. It happened so quickly that the matter is now one of life and death; he has twenty-four weeks to live. Martin needs a relative for a donor, but his parents died in a car crash and he has no siblings or other close relatives. A mixed-raced man he casually met at Nandos, who later became a friend, volunteers to go for the test and is found to be a match. Though it is possible that someone from the general public can be a match, Leroy feels there is more to his relationship with Martin than just friendship. He begins his journey to unveil the power of DNA testing in light of today's medical science, tracing back to two hundred years ago and the slave trade. The result is shocking the whole world, showing that the stranger who crosses your path can possibly be related to you!This story is based on partly true events.","['Suspense', 'Thriller', 'New Adult', 'Mystery', '21st Century', 'Drama', 'Modern', 'Adventure', 'Adult Fiction']"
Ocean Sea,https://www.goodreads.com/book/show/208631.Ocean_Sea,"This haunting, suspenseful tale of love and vengeance by the author of the international bestseller Silk surges with the hypnotic power of the ocean sea.In Ocean Sea, Alessandro Baricco presents a hypnotizing postmodern fable of human malady--psychological, existential, erotic--and the sea as a means of deliverance. At the Almayer Inn, a remote shoreline hotel, an artist dips his brush in a cup of ocean water to paint a portrait of the sea. A scientist pens love letters to a woman he has yet to meet. An adulteress searches for relief from her proclivity to fall in love. And a sixteen-year-old girl seeks a cure from a mysterious condition which science has failed to remedy. When these people meet, their fates begin to interact as if by design. Enter a mighty tempest and a ghostly mariner with a thirst for vengeance, and the Inn becomes a place where destiny and desire battle for the upper hand. Playful, provocative, and ultimately profound, Ocean Sea is a novel of striking originality and wisdom.","['Fiction', 'Italian Literature', 'Italy', 'Contemporary', 'Magical Realism', 'Novels', 'Literature', 'Literary Fiction', '20th Century', 'Classics']"
Soft,https://www.goodreads.com/book/show/285826.Soft,"At first glance, the thrillers of British author Rupert Thomson seem to have nothing in common except the expansiveness of his imagination and the lucid radiance of his writing. Air & Fire is about a group of French people sent to California at the end of the 19th century to build a church. The Insult is about a man blinded by a robber in a supermarket parking lot who discovers one night that--because of a bizarre experiment--he can see again. Thomson's latest finds three very different characters--an aimless waitress, a reluctant hit man, and an ambitious young marketing executive--linked by the sudden success of a new soft drink. But a closer look confirms the feeling that continues the author's fascination with the way science can bend and shape the destinies of all sorts of nonscientific people. Certainly Glade Spencer, the flaky young woman who flies off periodically for unpleasant encounters with her American lawyer boyfriend, has no idea when she signs up for a sleep clinic to earn some extra cash that the soda slogans planted in her brain could cause her death. Barker Dodds, the nightclub bouncer from Plymouth, doesn't know why he's being paid to kill Glade. And James Lyle, the striving marketer who thought up the brainwashing scheme in the first place, is deliberately out of the loop about its consequences. All three are so perfectly drawn that you'd recognize them on the street, and the way Thomson describes their quirky, weirdly decorated flats and lifestyles captures the flickering pulse of London with uncanny accuracy.","['Fiction', 'Novels', 'Mystery', 'Suspense', 'Adult Fiction', 'British Literature', 'Crime', 'Literary Fiction', 'Noir', 'Contemporary']"
How to Be Yourself: Quiet Your Inner Critic and Rise Above Social Anxiety,https://www.goodreads.com/book/show/34964986-how-to-be-yourself,"Picking up where Quiet ended, How to Be Yourself is the best book you'll ever read about how to conquer social anxiety.Up to 40% of people consider themselves shy. You might say you're introverted or awkward, or that you're fine around friends but just can't speak up in a meeting or at a party. Maybe you're usually confident but have recently moved or started a new job, only to feel isolated and unsure.If you get nervous in social situations--meeting your partner's friends, public speaking, standing awkwardly in the elevator with your boss--you've probably been told, ""Just be yourself!"" But that's easier said than done--especially if you're prone to social anxiety.Weaving together cutting-edge science, concrete tips, and the compelling stories of real people who have risen above their social anxiety, Dr. Ellen Hendriksen proposes a groundbreaking idea: you already have everything you need to succeed in any unfamiliar social situation. As someone who lives with social anxiety, Dr. Hendriksen has devoted her career to helping her clients overcome the same obstacles she has. With familiarity, humor, and authority, Dr. Hendriksen takes the reader through the roots of social anxiety and why it endures, how we can rewire our brains through our behavior, and--at long last--exactly how to quiet your Inner Critic, the pesky voice that whispers, ""Everyone will judge you."" Using her techniques to develop confidence, think through the buzz of anxiety, and feel comfortable in any situation, you can finally be your true, authentic self.","['Self Help', 'Nonfiction', 'Psychology', 'Mental Health', 'Personal Development', 'Audiobook', 'Health', 'Social', 'Science', 'Inspirational']"
Notes on a Nervous Planet,https://www.goodreads.com/book/show/40404801-notes-on-a-nervous-planet,"A follow-up to Matt Haig's internationally bestselling memoir, Reasons to Stay Alive, a broader look at how modern life feeds our anxiety, and how to live a better life.The societies we live in are increasingly making our minds ill, making it feel as though the way we live is engineered to make us unhappy. When Matt Haig developed panic disorder, anxiety, and depression as an adult, it took him a long time to work out the ways the external world could impact his mental health in both positive and negative ways. collects his observations, taking a look at how the various social, commercial and technological ""advancements"" that have created the world we now live in can actually hinder our happiness. Haig examines everything from broader phenomena like inequality, social media, and the news; to things closer to our daily lives, like how we sleep, how we exercise, and even the distinction we draw between our minds and our bodies.","['Nonfiction', 'Self Help', 'Mental Health', 'Psychology', 'Audiobook', 'Memoir', 'Health', 'Philosophy', 'Essays', 'Personal Development']"
Unaccustomed Earth,https://www.goodreads.com/book/show/85301.Unaccustomed_Earth,"From the internationally best-selling, Pulitzer Prize–winning author, a superbly crafted new work of fiction: eight stories—longer and more emotionally complex than any she has yet written—that take us from Cambridge and Seattle to India and Thailand as they enter the lives of sisters and brothers, fathers and mothers, daughters and sons, friends and lovers.In the stunning title story, Ruma, a young mother in a new city, is visited by her father, who carefully tends the earth of her garden, where he and his grandson form a special bond. But he’s harboring a secret from his daughter, a love affair he’s keeping all to himself. In “A Choice of Accommodations,” a husband’s attempt to turn an old friend’s wedding into a romantic getaway weekend with his wife takes a dark, revealing turn as the party lasts deep into the night. In “Only Goodness,” a sister eager to give her younger brother the perfect childhood she never had is overwhelmed by guilt, anguish, and anger when his alcoholism threatens her family. And in “Hema and Kaushik,” a trio of linked stories—a luminous, intensely compelling elegy of life, death, love, and fate—we follow the lives of a girl and boy who, one winter, share a house in Massachusetts. They travel from innocence to experience on separate, sometimes painful paths, until destiny brings them together again years later in Rome.Unaccustomed Earth is rich with Jhumpa Lahiri’s signature gifts: exquisite prose, emotional wisdom, and subtle renderings of the most intricate workings of the heart and mind. It is a masterful, dazzling work of a writer at the peak of her powers.","['Fiction', 'Short Stories', 'India', 'Contemporary', 'Literary Fiction', 'Literature', 'Indian Literature', 'Adult', 'Book Club', 'Adult Fiction']"
The Elf Queen of Shannara,https://www.goodreads.com/book/show/1444165.The_Elf_Queen_of_Shannara,"IN THE WESTLANDS, THE ELVES HAVE DISAPPEARED...Wren Ohmsford, Scion of Shannara, came from the Westlands, where she lived the life of a Rover. Now she, like Par and Walker Boh, has been called upon to help the shade of Allanon fight the totalitarian power of the Federation. She must find the Elves, who disappeared from their strongholds more than one hundred years ago...No one knew where the Elves were - no one except the Addershag, blind, wise woman of the West. On her advice, Wren and her Rover companion, Garth, journeyed to the coast of the Blue Divide, where they built a fire and let it burn for three days. With the unexpected help that their blaze attracted, they reached the isle of Morrowindl and found the Last Elves - but they also discovered dangers such as they could not have imagined. And Wren discovered the truth about her past.","['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Adventure', 'Magic', 'Epic', 'Science Fiction', 'Adult']"
Anathem,https://www.goodreads.com/book/show/2845024-anathem,"Fraa Erasmas is a young avout living in the Concent of Saunt Edhar, a sanctuary for mathematicians, scientists, and philosophers, protected from the corrupting influences of the outside ""saecular"" world by ancient stone, honored traditions, and complex rituals. Over the centuries, cities and governments have risen and fallen beyond the concent's walls. Three times during history's darkest epochs violence born of superstition and ignorance has invaded and devastated the cloistered mathic community. Yet the avout have always managed to adapt in the wake of catastrophe, becoming out of necessity even more austere and less dependent on technology and material things. And Erasmas has no fear of the outside—the Extramuros—for the last of the terrible times was long, long ago.Now, in celebration of the week-long, once-in-a-decade rite of Apert, the fraas and suurs prepare to venture beyond the concent's gates—at the same time opening them wide to welcome the curious ""extras"" in. During his first Apert as a fraa, Erasmas eagerly anticipates reconnecting with the landmarks and family he hasn't seen since he was ""collected."" But before the week is out, both the existence he abandoned and the one he embraced will stand poised on the brink of cataclysmic change.Powerful unforeseen forces jeopardize the peaceful stability of mathic life and the established ennui of the Extramuros—a threat that only an unsteady alliance of saecular and avout can oppose—as, one by one, Erasmas and his colleagues, teachers, and friends are summoned forth from the safety of the concent in hopes of warding off global disaster. Suddenly burdened with a staggering responsibility, Erasmas finds himself a major player in a drama that will determine the future of his world—as he sets out on an extraordinary odyssey that will carry him to the most dangerous, inhospitable corners of the planet . . . and beyond.","['Science Fiction', 'Fiction', 'Fantasy', 'Philosophy', 'Speculative Fiction', 'Science Fiction Fantasy', 'Audiobook', 'Novels', 'Cyberpunk', 'Mathematics']"
The Devil and Miss Prym,https://www.goodreads.com/book/show/4008.The_Devil_and_Miss_Prym,"A stranger arrives at the remote village of Viscos, carrying with him a backpack containing a notebook and eleven gold bars. He comes searching for the answer to a question that torments him: Are human beings, in essence, good or evil? In welcoming the mysterious foreigner, the whole village becomes an accomplice to his sophisticated plot, which will forever mark their lives.A novel of temptation by the internationally bestselling author Paulo Coelho, The Devil and Miss Prym is a thought-provoking parable of a community devoured by greed, cowardice, and fear—as it struggles with the choice between good and evil.","['Fiction', 'Philosophy', 'Novels', 'Contemporary', 'Spirituality', 'Fantasy', 'Literature', 'Magical Realism', 'Inspirational', 'Adult']"
A Clean Kill in Tokyo,https://www.goodreads.com/book/show/925.A_Clean_Kill_in_Tokyo,"Previously published as Rain Fall (John Rain, #1)Name: John Rain.Vocation: Assassin.Specialty: Natural Causes.Base of operations: Tokyo.Availability: Worldwide.Half American, half Japanese, expert in both worlds but at home in neither, John Rain is the best killer money can buy. You tell him who. You tell him where. He doesn't care about why...Until he gets involved with Midori Kawamura, a beautiful jazz pianist--and the daughter of his latest kill.","['Thriller', 'Fiction', 'Mystery', 'Crime', 'Mystery Thriller', 'Japan', 'Action', 'Espionage', 'Suspense', 'Spy Thriller']"
"Slapstick, or Lonesome No More!",https://www.goodreads.com/book/show/9595.Slapstick_or_Lonesome_No_More_,"Slapstick presents an apocalyptic vision as seen through the eyes of the current King of Manhattan (and last President of the United States), a wickedly irreverent look at the all-too-possible results of today’s follies. But even the end of life-as-we-know-it is transformed by Kurt Vonnegut’s pen into hilarious farce—a final slapstick that may be the Almighty’s joke on us all.","['Fiction', 'Science Fiction', 'Classics', 'Humor', 'Literature', 'Novels', 'American', 'Dystopia', 'Fantasy', 'Comedy']"
The Eye of God,https://www.goodreads.com/book/show/16065538-the-eye-of-god,"The crash of a U.S. military research satellite in the remote wilds of Mongolia triggers an explosive search for the valuable cargo it holds: a code-black physics project connected to the study of dark energy, the energy connected to the birth of our universe. But the last blurry image from the falling satellite captures a chilling sight: a frightening look into the future, a view of a smoldering eastern seaboard of the United States in utter ruin.At the Vatican, a mysterious package arrives for the head of Pontifical ancient studies, sent by a colleague who had vanished a decade earlier. It contains two strange artifacts: a skull scrawled with ancient Aramaic and a tome bound in human skin. DNA testing reveals both are from Genghis Khan — the long-dead Mongol king whose undiscovered tomb is rumored to hold the vast treasures and knowledge of a lost ancient empire.","['Thriller', 'Fiction', 'Adventure', 'Action', 'Mystery', 'Mystery Thriller', 'Science Fiction', 'Suspense', 'Historical Fiction', 'Historical']"
God's Smuggler,https://www.goodreads.com/book/show/824062.God_s_Smuggler,"As a boy he dreamed of being a spy undercover behind enemy lines. As a man he found himself undercover for God. Brother Andrew was his name and for decades his life story, recounted in God's Smuggler, has awed and inspired millions. The bestseller tells of the young Dutch factory worker's incredible efforts to transport Bibles across closed borders-and the miraculous ways in which God provided for him every step of the way. Revell and Chosen now reintroduce this powerful story with two new releases: a 35th anniversary edition and The Narrow Road, an expanded youth edition. Both contain a new foreword and afterword. The youth edition also features information about ministry to the persecuted church today, including country profiles, quotes from Christians in underground churches, ""what if"" scenarios based on real-life threats they face, and stories from others who have participated in Brother Andrew's Bible-smuggling work. Brother Andrew's story remains as inspiring today as it was thirty-five years ago, and with these new releases it will motivate a whole new generation to risk everything to follow God's call.","['Christian', 'Biography', 'Nonfiction', 'History', 'Christianity', 'Faith', 'Memoir']"
The Raw Shark Texts,https://www.goodreads.com/book/show/144800.The_Raw_Shark_Texts,"Eric Sanderson wakes up in a house one day with no idea who or where he is. A note instructs him to see a Dr. Randle immediately, who informs him that he is undergoing yet another episode of acute memory loss that is a symptom of his severe dissociative disorder. Eric's been in Dr. Randle's care for two years -- since the tragic death of his great love, Clio, while the two vacationed in the Greek islands.But there may be more to the story, or it may be a different story altogether. As Eric begins to examine letters and papers left in the house by ""the first Eric Sanderson,"" a staggeringly different explanation for what is happening to Eric emerges, and he and the reader embark on a quest to recover the truth and escape the remorseless predatory forces that threatens to devour him.is a kaleidoscopic novel about the magnitude of love and the devastating effect of losing that love. It will dazzle you, it will move you, and will leave an indelible imprint like nothing you have read in a long time.","['Fiction', 'Fantasy', 'Science Fiction', 'Mystery', 'Thriller', 'Horror', 'Novels', 'Contemporary', 'Literature', 'Magical Realism']"
Secret Deceptions,https://www.goodreads.com/book/show/25001951-secret-deceptions,"Amatore's Restaurant:The international cast of the Recreative Theatre Company meet for their end-of-season dinner at Ristorante Amatore. As the evening progresses, each guest recalls a past liaison, an encounter which has made an impression in their life: narratives of love and tales of deceit. Will Prudence ever discover the identity of the elusive stranger she meets on a train? Just how much of a con-man is Monsieur Raul? Has Cordelia's unconventional approach to men proved to be a success? A common theme begins to unfold: hidden truths behind the motives for seduction. As the evening draws to a close emotions rise to the surface, declarations of love are expressed, jealousies and resentments run deep. Who will think back to the evening as a success and who will regard it as nothing more than a disaster? Intriguing, erotic, insightful and perceptive. This novel explores the relationship between characters with a refreshing approach to the theme of seduction.WARNING: Adult content; there are passages which describe sex explicitly.Part One: Secret DeceptionsThe first seven chapters from Amatore's Restaurant. This book takes the reader on an atmospheric journey from Berlin to Venice, Marseilles and Amsterdam cleverly interweaving themes of seduction and deception. What are the characters' true motives? Are their feelings genuine or are they just playing games? It soon becomes clear that nothing is as it seems.",[]
The Quirky Tale of April Hale,https://www.goodreads.com/book/show/27391093-the-quirky-tale-of-april-hale,"Tall, dark, and mysterious—Ryder Black is everything a girl wants. The catch? He’s trouble. Naturally, he’s irresistibly charming. Surprisingly, he’s impressively academic, too. But it’s his knack for getting into fights that makes him notorious.Dorky, clumsy, and just plain odd—April Hale talks like Yoda, eats her food based on the day of the week, and prefers binge watching TV shows to partying. She has also spent the past few years eavesdropping on the Blacks’ morning fights. It was her daily routine. Until that one morning that Ryder catches her looking into his bedroom window… and she becomes all but anonymous in his eyes.Hell-bent on making contact, Ryder gets a sneak peek into the quirky world of April when she stuffs all of her fingers in her mouth and faints the first time he talks to her.She’s unusual. He’s captivated.In this delightfully wacky and fun story, we discover that sometimes what makes us outcasts from the world are the very things that make us special. Join April and Ryder in their journey to discovering more about life… and about each other. It will give you butterflies in the stomach, tickle your funny bones, and pull at your heartstrings until the very last page.","['Romance', 'Contemporary', 'Young Adult', 'High School', 'Humor', 'Fiction', 'Contemporary Romance', 'Chick Lit', 'Teen', 'Realistic Fiction']"
The Hate U Give,https://www.goodreads.com/book/show/36862147-the-hate-u-give,"Starr tem 16 anos e move-se entre dois mundos: o seu bairro periférico e problemático, habitado por negros como ela, e a escola que frequenta numa elegante zona residencial de brancos. O frágil equilíbrio entre estas duas realidades é quebrado quando Starr se torna a única testemunha do disparo fatal de um polícia contra Khalil, o seu melhor amigo. A partir daí, pairam sobre Starr ameaças de morte: tudo o que ela disser acerca do crime que presenciou pode ser usado a seu favor por uns, mas sobretudo como arma por outros.O Ódio que Semeias é um poderoso romance juvenil, inspirado pelo movimento Black Lives Matter e pela luta contra a discriminação e a violência. O livro está a ser adaptado ao cinema e conta com Amandla Stenberg no papel principal.","['Young Adult', 'Fiction', 'Contemporary', 'Audiobook', 'Realistic Fiction', 'Race', 'Social Justice', 'Teen', 'Young Adult Contemporary', 'Coming Of Age']"
The Tattooist of Auschwitz,https://www.goodreads.com/book/show/35523006-the-tattooist-of-auschwitz,"In April 1942, Lale Sokolov, a Slovakian Jew, is forcibly transported to the concentration camps at Auschwitz-Birkenau. When his captors discover that he speaks several languages, he is put to work as a Tätowierer (the German word for tattooist), tasked with permanently marking his fellow prisoners.Imprisoned for over two and a half years, Lale witnesses horrific atrocities and barbarism—but also incredible acts of bravery and compassion. Risking his own life, he uses his privileged position to exchange jewels and money from murdered Jews for food to keep his fellow prisoners alive.One day in July 1942, Lale, prisoner 32407, comforts a trembling young woman waiting in line to have the number 34902 tattooed onto her arm. Her name is Gita, and in that first encounter, Lale vows to somehow survive the camp and marry her.A vivid, harrowing, and ultimately hopeful re-creation of Lale Sokolov's experiences as the man who tattooed the arms of thousands of prisoners with what would become one of the most potent symbols of the Holocaust, The Tattooist of Auschwitz is also a testament to the endurance of love and humanity under the darkest possible conditions.","['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'World War II', 'Holocaust', 'Romance', 'War', 'Adult', 'Book Club']"
Norse Mythology,https://www.goodreads.com/book/show/37903770-norse-mythology,"Neil Gaiman, long inspired by ancient mythology in creating the fantastical realms of his fiction, presents a bravura rendition of the Norse gods and their world from their origin though their upheaval in Ragnarok.In Norse Mythology, Gaiman stays true to the myths in envisioning the major Norse pantheon: Odin, the highest of the high, wise, daring, and cunning; Thor, Odin’s son, incredibly strong yet not the wisest of gods; and Loki—son of a giant—blood brother to Odin and a trickster and unsurpassable manipulator.Gaiman fashions these primeval stories into a novelistic arc that begins with the genesis of the legendary nine worlds and delves into the exploits of deities, dwarfs, and giants. Through Gaiman’s deft and witty prose, these gods emerge with their fiercely competitive natures, their susceptibility to being duped and to duping others, and their tendency to let passion ignite their actions, making these long-ago myths breathe pungent life again.","['Fantasy', 'Mythology', 'Fiction', 'Audiobook', 'Short Stories', 'Historical Fiction', 'Classics', 'Adult', 'Retellings', 'Religion']"
The Transhumanism Handbook,https://www.goodreads.com/book/show/44242501-the-transhumanism-handbook,"Modern humanity with some 5,000 years of recorded history has been experiencing growing pains, with no end in sight. It is high time for humanity to grow up and to transcend itself by embracing transhumanism.Transhumanism offers the most inclusive ideology for all ethnicities and races, the religious and the atheists, conservatives and liberals, the young and the old regardless of socioeconomic status, gender identity, or any other individual qualities. This book expounds on contemporary views and practical advice from more than 70 transhumanists.Astronaut Neil Armstrong said on the Apollo 11 moon landing in 1969, ""One small step for a man, one giant leap for mankind."" Transhumanism is the next logical step in the evolution of humankind, and it is the existential solution to the long-term survival of the human race.","['Nonfiction', 'How To', 'Book Club', 'Science']"
The Time Quartet Box Set,https://www.goodreads.com/book/show/7619.The_Time_Quartet_Box_Set,"With over 10 million copies in print, Madeleine L'Engle's Newbery Medal-winning classic, ""A Wrinkle in Time,"" along with its bestselling companions, ""A Wind in the Door,"" ""A Swiftly Tilting Planet,"" and ""Many Waters,"" has enthralled and inspired readers of all ages. This newly designed boxed set features the stunning art of Peter Sis.","['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Childrens', 'Classics', 'Science Fiction Fantasy', 'Adventure', 'Middle Grade', 'Teen']"
The Edge of Never,https://www.goodreads.com/book/show/16081272-the-edge-of-never,"Twenty-year-old Camryn Bennett had always been one to think out-of-the-box, who knew she wanted something more in life than following the same repetitive patterns and growing old with the same repetitive life story. And she thought that her life was going in the right direction until everything fell apart.Determined not to dwell on the negative and push forward, Camryn is set to move in with her best friend and plans to start a new job. But after an unexpected night at the hottest club in downtown North Carolina, she makes the ultimate decision to leave the only life she’s ever known, far behind.With a purse, a cell phone and a small bag with a few necessities, Camryn, with absolutely no direction or purpose boards a Greyhound bus alone and sets out to find herself. What she finds is a guy named Andrew Parrish, someone not so very different from her and who harbors his own dark secrets. But Camryn swore never to let down her walls again. And she vowed never to fall in love.But with Andrew, Camryn finds herself doing a lot of things she never thought she’d do. He shows her what it’s really like to live out-of-the-box and to give in to her deepest, darkest desires. On their sporadic road-trip he becomes the center of her exciting and daring new life, pulling love and lust and emotion out of her in ways she never imagined possible. But will Andrew’s dark secret push them inseparably together, or tear them completely apart?","['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'Fiction', 'Chick Lit', 'Road Trip', 'Adult', 'Love']"
The Caine Mutiny,https://www.goodreads.com/book/show/368772.The_Caine_Mutiny,"The novel that inspired the now-classic film The Caine Mutiny and the hit Broadway play The Caine Mutiny Court-Martial, Herman Wouk's boldly dramatic, brilliantly entertaining novel of life-and mutiny-on a Navy warship in the Pacific theater was immediately embraced, upon its original publication in 1951, as one of the first serious works of American fiction to grapple with the moral complexities and the human consequences of World War II. In the intervening half century, The Caine Mutiny has become a perennial favorite of readers young and old, has sold millions of copies throughout the world, and has achieved the status of a modern classic.","['Fiction', 'Historical Fiction', 'Classics', 'War', 'World War II', 'Military Fiction', 'Literature', 'Historical', 'Novels', 'Literary Fiction']"
